1.500474141,1.297079552,1.189932031,1.038525106,1.036839912,1.195353281,1.350967045,1.347968606,1.514674029,2.011564529,2.239160388,2.517330312,2.871345355,3.285413028,3.810992412,3.916909474,4.143303011,4.174581868,4.122876706,4.149605326,3.905782469,3.221644745,2.46327312,1.889734561
4.55717253,4.55717253,4.55717253,4.55717253,4.55717253,4.55717253,1.350967045,1.347968606,1.514674029,2.011564529,2.239160388,2.517330312,2.871345355,3.285413028,0,0,0,0,0,4.149605326,3.905782469,3.221644745,2.46327312,1.889734561
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Time,No COBS,COBS,Diff,,,,,,,,,,,,,,,,,,,
,1,1.500474141,4.55717253,3.056698389,,,,,,,,,,,,,,,,,,,
,2,1.297079552,4.55717253,3.260092978,,,,,,,,,,,,,,,,,,,
,3,1.189932031,4.55717253,3.367240499,,,,,,,,,,,,,,,,,,,
,4,1.038525106,4.55717253,3.518647425,,,,,,,,,,,,,,,,,,,
,5,1.036839912,4.55717253,3.520332618,,,,,,,,,,,,,,,,,,,
,6,1.195353281,4.55717253,3.361819249,,,,,,,,,,,,,,,,,,,
,7,1.350967045,1.350967045,0,,,,,,,,,,,,,,,,,,,
,8,1.347968606,1.347968606,0,,,,,,,,,,,,,,,,,,,
,9,1.514674029,1.514674029,0,,,,,,,,,,,,,,,,,,,
,10,2.011564529,2.011564529,0,,,,,,,,,,,,,,,,,,,
,11,2.239160388,2.239160388,0,,,,,,,,,,,,,,,,,,,
,12,2.517330312,2.517330312,0,,,,,,,,,,,,,,,,,,,
,13,2.871345355,2.871345355,0,,,,,,,,,,,,,,,,,,,
,14,3.285413028,3.285413028,0,,,,,,,,,,,,,,,,,,,
,15,3.810992412,0,-3.810992412,,,,,,,,,,,,,,,,,,,
,16,3.916909474,0,-3.916909474,,,,,,,,,,,,,,,,,,,
,17,4.143303011,0,-4.143303011,,,,,,,,,,,,,,,,,,,
,18,4.174581868,0,-4.174581868,,,,,,,,,,,,,,,,,,,
,19,4.122876706,0,-4.122876706,,,,,,,,,,,,,,,,,,,
,20,4.149605326,4.149605326,0,,,,,,,,,,,,,,,,,,,
,21,3.905782469,3.905782469,0,,,,,,,,,,,,,,,,,,,
,22,3.221644745,3.221644745,0,,,,,,,,,,,,,,,,,,,
,23,2.46327312,2.46327312,0,,,,,,,,,,,,,,,,,,,
,24,1.889734561,1.889734561,0,,,,,,,,,,,,,,,,,,,
